,boxPlot,darkmoon,dps,fightLength,igniteDps,igniteDrops,nightfall,numMages,numPIs,numWB,percentDpsIncrease,percentIgniteDpsIncrease,rotation,semiWB,stdDev,weightedTicks,totalCrit
1299,"Boxplot values: 4678, 5686, 5937, 5963, 6224, 6990",,5963.0,40,1419.0,"Ignite Drop times on avg List(29.310162430131385, 37.03763840973846, 39.673981467109506, 40.0053104353376, 40.0025462755799)",,5,4,1,0.9978246318607764,1.0063829787234042,2,4,381.7868591026516,18.506680192000026,0.08048279429052639
1300,"Boxplot values: 4717, 5485, 5767, 5823, 6135, 7224",,5823.0,40,1156.0,"Ignite Drop times on avg List(26.623650765322765, 35.72887568223105, 39.30991033511387, 39.979137220058654, 40.003000642509136, 39.99968219852181)",,5,4,1,0.9743975903614458,0.8198581560283688,0,4,444.76954351288316,18.450018004000132,0.08048279429052639
1301,"Boxplot values: 4825, 5752, 6011, 6016, 6266, 7157",,6016.0,40,1400.0,"Ignite Drop times on avg List(29.321813634337147, 37.04123085234016, 39.67369403853042, 40.01069274904275, 40.001567136459684)",,5,4,1,1.0066934404283805,0.9929078014184396,4,4,385.780290848471,18.32632177200017,0.08048279429052639
1302,"Boxplot values: 4554, 5758, 6018, 6044, 6357, 7036",,6044.0,40,1507.0,"Ignite Drop times on avg List(30.45577153883443, 37.61674183373305, 39.70526746150696, 40.00637973783368, 40.001245084684136)",,5,4,1,1.0113788487282462,1.0687943262411348,7,4,388.684694433896,19.808041660000114,0.08048279429052639
1303,"Boxplot values: 4621, 5440, 5757, 5807, 6134, 7173",,5807.0,40,1184.0,"Ignite Drop times on avg List(27.55442627503074, 36.238092874027224, 39.49204769846425, 40.00177976824822, 40.004952277236534)",,5,4,1,0.9717202141900936,0.8397163120567376,3,4,457.36472565272055,18.349796212000093,0.08048279429052639
1304,"Boxplot values: 4513, 5322, 5644, 5678, 5994, 7210",,5678.0,40,1274.0,"Ignite Drop times on avg List(27.268912113109742, 36.16376469225246, 39.464292121724846, 39.98393969576453, 40.00346238916713)",,5,4,1,0.9501338688085676,0.90354609929078,8,4,470.142033961329,17.997236910400012,0.08048279429052639
1305,"Boxplot values: 4208, 4922, 5114, 5130, 5318, 6483",,5130.0,60,1088.0,"Ignite Drop times on avg List(24.929148845481638, 37.6167688852618, 48.01591785703781, 55.21851608625775, 58.74975416377337, 59.7823087922783, 59.9860328752981, 59.99978628712846)",,5,1,2,0.9934159566227729,0.9981651376146791,5,0,298.74036949010923,21.552824919999853,0.10780847628241692
1306,"Boxplot values: 4260, 4995, 5207, 5227, 5436, 6253",,5227.0,60,1221.0,"Ignite Drop times on avg List(32.01371476555382, 46.03054851088557, 53.72131175354088, 57.87928574328441, 59.535089882433766, 59.952313672857024, 59.99843679433664, 59.99984859820156)",,5,1,2,1.0121998450813323,1.1201834862385318,7,0,333.8645675465106,25.164899936000037,0.10780847628241692
1307,"Boxplot values: 4310, 4961, 5148, 5164, 5347, 6336",,5164.0,60,1090.0,"Ignite Drop times on avg List(28.96969296760918, 41.441694183743195, 50.32511859094436, 56.37793994719747, 59.16079085226981, 59.89271653943466, 59.99884632189074, 60.00081728898164)",,5,1,2,1.0,1.0,1,0,288.0848787139841,21.61229263600001,0.10780847628241692
1308,"Boxplot values: 4269, 4894, 5079, 5095, 5280, 6256",,5095.0,60,1078.0,"Ignite Drop times on avg List(28.099850270990864, 40.903455882274564, 49.96873028015369, 56.16832004665877, 59.11672164635783, 59.89735089023118, 59.99395618791098, 60.00016409391942)",,5,1,2,0.9866382649109218,0.9889908256880734,2,0,286.56516137087533,21.325165136000038,0.10780847628241692
1309,"Boxplot values: 4176, 4808, 4993, 5006, 5187, 6180",,5006.0,60,1032.0,"Ignite Drop times on avg List(25.39097908611024, 39.44598571141748, 49.14664504105075, 55.642532928637195, 58.841794578926546, 59.80765839874396, 59.98294279350055, 59.99902706448998)",,5,1,2,0.969403563129357,0.946788990825688,8,0,281.48295483937017,21.910217296000024,0.10780847628241692
1310,"Boxplot values: 4289, 4946, 5126, 5139, 5317, 6454",,5139.0,60,994.0,"Ignite Drop times on avg List(23.905109091886903, 38.10288803231909, 47.935762718457674, 54.934472353576325, 58.57541603030949, 59.75995432566899, 59.98367189023957, 59.999683786124784, 60.00034371712321)",,5,1,2,0.995158791634392,0.9119266055045872,0,0,276.01863632201224,22.219006964000005,0.10780847628241692
1311,"Boxplot values: 4278, 4991, 5184, 5204, 5391, 6280",,5204.0,60,1160.0,"Ignite Drop times on avg List(30.379160132092366, 43.530603277394796, 52.06596275389973, 57.29924697294773, 59.40498562371503, 59.93935133602136, 60.003685103626516, 60.000052735106365)",,5,1,2,1.007745933384973,1.0642201834862386,6,0,306.5989953934836,23.23053730799996,0.10780847628241692
1312,"Boxplot values: 4225, 4902, 5097, 5111, 5301, 6319",,5111.0,60,1029.0,"Ignite Drop times on avg List(25.67486634128995, 39.08991737900474, 48.73138085833525, 55.4580229693638, 58.78604797937359, 59.81999913384703, 59.98770583370139, 59.99906072750648)",,5,1,2,0.9897366382649108,0.9440366972477064,3,0,292.9940189795716,21.75751366800007,0.10780847628241692
1313,"Boxplot values: 4352, 4991, 5177, 5191, 5377, 6443",,5191.0,60,1074.0,"Ignite Drop times on avg List(28.752262985141233, 41.50279953603635, 50.5523177009557, 56.66700664741496, 59.31202091909008, 59.931877698510895, 60.00398995910689, 60.00022618954739)",,5,1,2,1.0052285050348566,0.9853211009174312,4,0,288.47300948667066,21.680023991999946,0.10780847628241692
1314,"Boxplot values: 4070, 4864, 5014, 5015, 5167, 5774",,5015.0,80,1044.0,"Ignite Drop times on avg List(26.400361570942145, 40.4826404429145, 53.02606323047242, 64.18445352755823, 72.45854385151141, 77.27265045516275, 79.3236668540909, 79.88955286288018, 79.98799651705599, 79.99936517038716, 80.00004199745679)",,5,0,0,1.015799068260077,1.0886339937434828,5,5,217.1410224811456,27.610320100000052,0.09204196380226792
1315,"Boxplot values: 4255, 4788, 4932, 4937, 5081, 5703",,4937.0,80,959.0,"Ignite Drop times on avg List(30.426329094816825, 43.035212363379024, 53.64324581739274, 63.57881580451096, 71.6210941768156, 76.72910726287932, 79.09696721620837, 79.82073104716187, 79.98087325679587, 79.99960415949661, 80.0004533862065)",,5,0,0,1.0,1.0,1,5,217.15752118362198,25.354040800000053,0.09204196380226792
1316,"Boxplot values: 4187, 4802, 4956, 4954, 5107, 5689",,4954.0,80,1002.0,"Ignite Drop times on avg List(30.90042166913685, 44.883027293032896, 56.176694276095716, 66.04642645401549, 73.34947187661591, 77.47819788855676, 79.30122582404144, 79.8892530824766, 79.98769020358804, 79.99840743447902, 80.00025515840733)",,5,0,0,1.003443386672068,1.0448383733055266,6,5,219.95098785069217,27.2972066400002,0.09204196380226792
1317,"Boxplot values: 4110, 4818, 4966, 4972, 5119, 5781",,4972.0,80,942.0,"Ignite Drop times on avg List(29.055280617866337, 42.61456771494867, 53.261615719132614, 63.230692890682526, 71.53235268258244, 76.77640345232456, 79.13207740972352, 79.83232012879189, 79.98139806431428, 79.99919604998833, 80.00002799337264)",,5,0,0,1.0070893255013167,0.9822732012513036,4,5,220.18667294050644,25.62990166000002,0.09204196380226792
1318,"Boxplot values: 4024, 4708, 4857, 4860, 5009, 5702",,4860.0,80,955.0,"Ignite Drop times on avg List(28.709536488150317, 42.91736548235644, 53.71500640568094, 63.69736435776715, 71.69729875491214, 76.76862919996556, 79.08251779201343, 79.81249011117777, 79.97431117391848, 79.99804683796462, 79.99965933395568)",,5,0,0,0.9844034838971036,0.9958289885297184,8,5,219.18622582714832,26.111319299999995,0.09204196380226792
1319,"Boxplot values: 4224, 4796, 4938, 4943, 5090, 5794",,4943.0,80,963.0,"Ignite Drop times on avg List(30.480175103997222, 43.281564613514966, 53.938667148263555, 63.912748820176695, 71.85464185220607, 76.91532408862513, 79.17724428691031, 79.85343410490131, 79.98589565079898, 80.00094122167627, 80.00000225217752)",,5,0,0,1.0012153129430827,1.0041710114702815,3,5,213.8406760324593,25.47183760000014,0.09204196380226792
1320,"Boxplot values: 4160, 4701, 4843, 4851, 4995, 5716",,4851.0,80,926.0,"Ignite Drop times on avg List(33.65081722694236, 44.977003878599035, 55.52615690292881, 65.29638437415015, 72.87939564707338, 77.50514147091667, 79.42274874278702, 79.93019143507271, 79.99761556141286, 80.00074413177802)",,5,0,0,0.9825805144824792,0.9655891553701772,2,5,214.9775765097429,24.46836370000013,0.09204196380226792
1321,"Boxplot values: 4169, 4806, 4962, 4956, 5113, 5657",,4956.0,80,1047.0,"Ignite Drop times on avg List(32.37719777032676, 47.798687484289516, 59.41036294732831, 68.56071034140051, 74.69376988634845, 78.08567821193948, 79.46871414463999, 79.89649301661315, 79.98950577878311, 79.9983739962488)",,5,0,0,1.003848490986429,1.091762252346194,7,5,223.7548516229468,29.2695156600001,0.09204196380226792
1322,"Boxplot values: 4292, 4830, 4979, 4983, 5130, 5725",,4983.0,80,948.0,"Ignite Drop times on avg List(23.680328047738367, 39.127928228086034, 50.192758765593304, 60.4093363995365, 69.26882616907973, 75.31902821817752, 78.479048440769, 79.6746761929417, 79.95968857852066, 79.99569036733544, 79.9995549847387)",,5,0,0,1.0093173992303015,0.9885297184567258,0,5,219.67303958065705,27.223465280000067,0.09204196380226792
1323,"Boxplot values: 4451, 5060, 5216, 5226, 5380, 6464",,5226.0,100,1169.0,"Ignite Drop times on avg List(31.109174989951622, 43.19616714063496, 54.511530141593234, 65.73487856548854, 76.32260100753525, 85.61140773362742, 92.64394311517566, 97.00813156690246, 99.05609113415639, 99.7922285172289, 99.97138026141158, 99.99774914760242, 100.00033955023096, 100.000408879411)",,5,3,2,0.9971379507727532,1.0008561643835616,2,2,242.94501343877087,38.885466884000024,0.08112681888540793
1324,"Boxplot values: 4353, 4934, 5104, 5113, 5278, 6266",,5113.0,100,1102.0,"Ignite Drop times on avg List(27.880759999828424, 40.465774009262205, 51.812159913331506, 63.00485589882599, 73.86441633899301, 83.60998991809767, 91.23692981587584, 96.23242476980276, 98.75186668764236, 99.69930498662762, 99.93956190553203, 99.99400094397318, 99.99942196325522, 99.99963569860468)",,5,3,2,0.9755771799274948,0.9434931506849316,8,2,258.7077186109126,38.03199355999999,0.08112681888540793
1325,"Boxplot values: 4500, 5075, 5232, 5241, 5396, 6643",,5241.0,100,1168.0,"Ignite Drop times on avg List(31.233247627365316, 43.231976038886685, 54.363327021413696, 65.57698678291675, 76.12321944275952, 85.36829439778128, 92.49487453258868, 96.89481978566229, 99.02235291682747, 99.77578827635246, 99.96321844010755, 99.99920765102729, 100.00054243967809)",,5,3,2,1.0,1.0,1,2,243.6043076891969,38.843057791999954,0.08112681888540793
1326,"Boxplot values: 4349, 4996, 5166, 5176, 5349, 6071",,5176.0,100,1060.0,"Ignite Drop times on avg List(27.266729673517098, 39.827413389706756, 51.07991638031385, 62.258294197278424, 73.12914159240425, 82.94315682386267, 90.77119478539494, 95.89951256614356, 98.57347120697546, 99.61877918075089, 99.92645850542424, 99.9900813325588, 99.99980662115112)",,5,3,2,0.9875977866819308,0.9075342465753424,0,2,254.27875384391658,38.37698971039986,0.08112681888540793
1327,"Boxplot values: 4472, 5085, 5238, 5252, 5408, 6722",,5252.0,100,1179.0,"Ignite Drop times on avg List(29.706068781184825, 42.91311304941853, 54.78069779319037, 66.17331513054468, 76.76620489045305, 85.85488187201544, 92.80819486105305, 97.06175427566859, 99.06450418571217, 99.78721056006371, 99.96302877173629, 99.99956918746054, 99.99963525887166)",,5,3,2,1.002098836099981,1.009417808219178,5,2,246.155312097699,39.208967159999865,0.08112681888540793
1328,"Boxplot values: 4389, 5001, 5171, 5178, 5347, 6222",,5178.0,100,1089.0,"Ignite Drop times on avg List(28.04854228283895, 40.26024749101439, 51.39591809923573, 62.740005954759745, 73.8330337092375, 83.58579337066867, 91.33554791706347, 96.30880072931387, 98.79126712749462, 99.70984573836495, 99.94464825417285, 99.99639389879282, 99.99996864686123)",,5,3,2,0.9879793932455638,0.9323630136986302,3,2,250.6404502581797,38.14724156319994,0.08112681888540793
1329,"Boxplot values: 4447, 5142, 5312, 5332, 5493, 6484",,5332.0,100,1364.0,"Ignite Drop times on avg List(36.58138678443458, 53.125121672988634, 66.43581475298059, 78.15177354986422, 87.00451687604746, 93.14296471852549, 96.8652856672589, 98.75438722436843, 99.59660166832472, 99.89534602909778, 99.98153242443149, 100.00022753512296)",,5,3,2,1.0173630986452966,1.167808219178082,7,2,284.8376729724024,46.838678260000194,0.08112681888540793
1330,"Boxplot values: 4456, 5113, 5284, 5292, 5455, 6560",,5292.0,100,1260.0,"Ignite Drop times on avg List(33.39760684651985, 47.281439432715686, 59.792768539071744, 71.44603069828166, 81.66748296225718, 89.58573466046494, 94.89660434682759, 97.95785253360211, 99.29780244264201, 99.80104074530124, 99.95761225160601, 99.99238693316317, 99.99722239759647, 99.99859625359123, 100.0001355440329)",,5,3,2,1.0097309673726391,1.0787671232876712,6,2,262.9196069192473,42.532740492000094,0.08112681888540793
1331,"Boxplot values: 4480, 5086, 5242, 5243, 5392, 6289",,5243.0,100,1121.0,"Ignite Drop times on avg List(30.56550400112806, 41.89473560726519, 52.64419769755038, 63.42950687494709, 74.04195060656473, 83.78476694356276, 91.68777450302132, 96.6705072064348, 99.008901597197, 99.78271856052422, 99.97524856100952, 99.99831940998169, 100.00042985998091)",,5,3,2,1.0003816065636328,0.9597602739726028,4,2,223.67752212051937,37.42118850799999,0.08112681888540793
1521,"Boxplot values: 4406, 5051, 5232, 5253, 5435, 6589",,5253.0,60,1055.0,"Ignite Drop times on avg List(26.58251914405778, 36.95071886236623, 46.10993464897552, 53.6396266027193, 58.1297630833952, 59.72038311087267, 59.9891580949247, 60.000151949805556)",,5,4,1,0.9996194100856328,0.9981078524124882,5,0,291.68890789419555,20.869817012000052,0.14212810590187014
1522,"Boxplot values: 4402, 5078, 5274, 5302, 5494, 6719",,5302.0,60,1123.0,"Ignite Drop times on avg List(28.532485942680545, 39.00185977862807, 47.86812614449021, 54.68897478408946, 58.49814002651896, 59.77451759459651, 59.989773846161434, 60.00200789147243, 60.0003621040944)",,5,4,1,1.0089438629876308,1.0624408703878905,6,0,319.09810403377264,22.411151619999977,0.14212810590187014
1523,"Boxplot values: 4432, 5085, 5276, 5284, 5467, 6797",,5284.0,60,1054.0,"Ignite Drop times on avg List(27.469897419040493, 37.34944068190797, 46.52275472060842, 54.147281533523056, 58.40132639456764, 59.76985963291575, 59.993889194769, 60.00021998323917, 60.000048761102754)",,5,4,1,1.005518553758325,0.9971617786187322,4,0,281.98814257482763,20.877163340000013,0.14212810590187014
1524,"Boxplot values: 4336, 5039, 5220, 5243, 5419, 6760",,5243.0,60,1059.0,"Ignite Drop times on avg List(27.534788531377995, 37.336930432880706, 46.47207563431087, 54.061822053626145, 58.388627675598336, 59.759424145606694, 59.993228375813565, 60.0014058813094)",,5,4,1,0.9977164605137964,1.0018921475875118,2,0,292.5085664685264,20.96087320799992,0.14212810590187014
1525,"Boxplot values: 4297, 5014, 5212, 5226, 5418, 6549",,5226.0,60,965.0,"Ignite Drop times on avg List(24.242401065392414, 34.510418350892046, 43.873855336607896, 52.04743362005117, 57.33314705402857, 59.47805786016779, 59.94780704830762, 59.99990761083441, 60.000484513655586)",,5,4,1,0.9944814462416746,0.9129612109744559,0,0,297.14787033219915,21.20443938799993,0.14212810590187014
1526,"Boxplot values: 4242, 4899, 5096, 5111, 5303, 6582",,5111.0,60,1019.0,"Ignite Drop times on avg List(25.24663204671184, 35.57734110251722, 44.9381722378982, 52.93125771975873, 57.86382332827399, 59.67048599618903, 59.979098013798136, 60.0000963971306, 60.000495530586896)",,5,4,1,0.9725975261655566,0.9640491958372752,8,0,301.7637654075124,20.697021320799962,0.14212810590187014
1527,"Boxplot values: 4505, 5056, 5234, 5255, 5435, 6698",,5255.0,60,1057.0,"Ignite Drop times on avg List(27.55882114679188, 37.43748880553167, 46.51900611525375, 54.11983220993504, 58.366571936165975, 59.796434063120394, 59.991573735296065, 60.00229693413761, 60.00017968698124)",,5,4,1,1.0,1.0,1,0,285.12639893043604,20.91396296000002,0.14212810590187014
1528,"Boxplot values: 4196, 4990, 5187, 5206, 5404, 6748",,5206.0,60,969.0,"Ignite Drop times on avg List(25.31672938229833, 35.56603647363983, 44.69728005910251, 52.7160740570146, 57.72707378749733, 59.58973241565869, 59.96929838344029, 59.997124544946615, 59.99978565319863)",,5,4,1,0.990675547098002,0.9167455061494796,3,0,306.97203476839746,20.871852117600035,0.14212810590187014
1529,"Boxplot values: 4373, 5085, 5283, 5316, 5510, 6563",,5316.0,60,1161.0,"Ignite Drop times on avg List(29.065031722954643, 39.96771457649891, 48.7236917286573, 55.120222720204936, 58.62519133998726, 59.799675515081965, 59.98902072703927, 60.000468152346826, 60.00034830233259)",,5,4,1,1.0116079923882018,1.098391674550615,7,0,332.01856847940036,23.317705796000034,0.14212810590187014
1746,"Boxplot values: 4111, 4741, 4900, 4903, 5064, 5845",,4903.0,60,962.0,"Ignite Drop times on avg List(28.556992400462, 42.446365203908194, 51.47774517553547, 57.13849897050933, 59.455254363922265, 59.94479812448907, 59.99987846781448, 60.00059571841199)",,5,0,2,0.9786427145708584,0.9907312049433572,8,1,235.207944894569,19.71930553999984,0.09352089996185575
1747,"Boxplot values: 4315, 4865, 5029, 5028, 5192, 5821",,5028.0,60,1012.0,"Ignite Drop times on avg List(31.16349055675874, 44.48532665562002, 52.9072897700776, 57.706694261399264, 59.564643955799205, 59.95868682980955, 59.999480776344505, 60.00055892554049)",,5,0,2,1.0035928143712576,1.042224510813594,6,1,239.02032805364516,20.653631899999993,0.09352089996185575
1748,"Boxplot values: 4255, 4879, 5036, 5039, 5196, 5968",,5039.0,60,950.0,"Ignite Drop times on avg List(28.80497968761402, 42.137408400651196, 51.31964712439713, 57.16017146512107, 59.44238407262366, 59.93761190429011, 59.99788385130656, 60.00049572831064)",,5,0,2,1.0057884231536929,0.9783728115345004,4,1,232.4153436314401,19.257283099999828,0.09352089996185575
1749,"Boxplot values: 4324, 4909, 5072, 5073, 5231, 5850",,5073.0,60,959.0,"Ignite Drop times on avg List(23.49697388649601, 38.81029324300765, 48.686011433874334, 55.49203575273695, 58.80027626145396, 59.82948347119619, 59.99425031387601, 59.999431511808744, 60.00067753554303)",,5,0,2,1.0125748502994012,0.9876416065911432,0,1,234.3601207662903,20.80839947999994,0.09352089996185575
1750,"Boxplot values: 4305, 4852, 5008, 5010, 5164, 5824",,5010.0,60,971.0,"Ignite Drop times on avg List(30.41142365934917, 42.739799078335516, 51.701448658772556, 57.27809055310893, 59.49080730162703, 59.96523931732511, 60.002419736560356, 60.000134752060156)",,5,0,2,1.0,1.0,1,1,228.74476475643,19.056643099999896,0.09352089996185575
1751,"Boxplot values: 4000, 4739, 4894, 4900, 5053, 5693",,4900.0,60,931.0,"Ignite Drop times on avg List(33.69898199608949, 44.68314923816895, 53.14540900243248, 58.03880515388461, 59.71520485605607, 59.993696934643225, 60.001193398016085)",,5,0,2,0.9780439121756488,0.9588053553038104,2,1,229.89841686323433,18.243956499999925,0.09352089996185575
1752,"Boxplot values: 4222, 4852, 5010, 5013, 5173, 5876",,5013.0,60,972.0,"Ignite Drop times on avg List(30.45100991694869, 42.78791093195179, 51.73878803660238, 57.31557097711531, 59.50089585745749, 59.95689445977187, 60.0006723746348, 60.0001983176549)",,5,0,2,1.0005988023952097,1.0010298661174046,3,1,230.98785997357868,19.05363239999981,0.09352089996185575
1753,"Boxplot values: 4045, 4830, 4999, 4996, 5163, 5807",,4996.0,60,1000.0,"Ignite Drop times on avg List(26.203894524383102, 39.52234161039451, 49.79606584747264, 56.36888750094699, 59.19149369168765, 59.90137230006792, 59.98863976031473, 60.00063094782999)",,5,0,2,0.9972055888223552,1.0298661174047374,5,1,240.8753898724261,19.618429599999896,0.09352089996185575
1754,"Boxplot values: 4245, 4864, 5048, 5035, 5214, 5764",,5035.0,60,1057.0,"Ignite Drop times on avg List(33.08327682365627, 46.98718750702357, 54.39725095843662, 58.268142830421674, 59.623696110615434, 59.967972341428336, 59.99868634449562, 60.00051530911149)",,5,0,2,1.00499001996008,1.0885684860968077,7,1,250.47393583030913,22.296990100000073,0.09352089996185575
1755,"Boxplot values: 4197, 4811, 4962, 4971, 5123, 6183",,4971.0,100,1002.0,"Ignite Drop times on avg List(26.772662892561474, 40.44047872926518, 51.57908235820466, 62.58267473745815, 73.119744834451, 82.69650159816936, 90.44072530098462, 95.6394514220179, 98.4369937023235, 99.60213097045063, 99.91502642750613, 99.98903059162026, 99.99955602938405)",,5,1,2,0.9916217833632556,0.9561068702290076,3,1,231.83205857757716,35.01454695200004,0.09352089996185575
1756,"Boxplot values: 4250, 4855, 5006, 5013, 5162, 6178",,5013.0,100,1048.0,"Ignite Drop times on avg List(29.94811951315423, 42.79793937172915, 53.79793598074992, 64.64177869274026, 75.09196474559583, 84.38746347156429, 91.71042167736277, 96.4048381526448, 98.75493907261486, 99.68901552071135, 99.93881625136117, 99.99479237819263, 99.99965477343846)",,5,1,2,1.0,1.0,1,1,227.70891996494493,34.931974132000086,0.09352089996185575
1757,"Boxplot values: 4178, 4749, 4900, 4908, 5058, 6380",,4908.0,100,1003.0,"Ignite Drop times on avg List(26.619875257962534, 40.95958745688424, 52.332104277439306, 63.20866019711615, 73.7350027995278, 83.19843955478753, 90.74718752381476, 95.7221317214087, 98.49489131166668, 99.61168888410212, 99.92520804050216, 99.98897133068309, 99.99991424927379, 100.0000173661178)",,5,1,2,0.9790544584081388,0.95706106870229,8,1,228.9513258046431,35.26348183600012,0.09352089996185575
1758,"Boxplot values: 4168, 4894, 5050, 5058, 5215, 6235",,5058.0,100,1132.0,"Ignite Drop times on avg List(31.78100016693474, 46.32616438194981, 58.557004135692665, 70.16910788378522, 80.53448392187472, 88.80474171803087, 94.57110262622363, 97.88014625078246, 99.34105248276015, 99.84632719538948, 99.97494627341032, 99.99682134495255, 99.99868800016526)",,5,1,2,1.008976660682226,1.0801526717557253,6,1,237.0286343101484,38.31569165600011,0.09352089996185575
1759,"Boxplot values: 4246, 4814, 4965, 4974, 5123, 5931",,4974.0,100,1043.0,"Ignite Drop times on avg List(28.94214958716804, 42.31271450419601, 53.41760251630538, 64.15139526755365, 74.5665406134587, 84.0943065613304, 91.42478873728797, 96.27697055207949, 98.71425053603139, 99.68344910349713, 99.9366193530121, 99.99260522615346, 99.9997235290308)",,5,1,2,0.9922202274087372,0.9952290076335878,2,1,228.33702176040046,34.72247508400013,0.09352089996185575
1760,"Boxplot values: 4354, 4904, 5053, 5061, 5207, 6386",,5061.0,100,1097.0,"Ignite Drop times on avg List(26.099988330837025, 40.00369542667605, 52.82800130494381, 65.16035687199063, 76.42645983476812, 85.8927254437255, 92.7772185480192, 96.9603983217783, 98.97305699564171, 99.74011020677956, 99.95686718039994, 99.99727180054725, 100.00066746728002)",,5,1,2,1.009575104727708,1.0467557251908397,5,1,228.2222222159021,36.586675972000094,0.09352089996185575
1761,"Boxplot values: 4280, 4825, 4976, 4983, 5131, 6066",,4983.0,100,975.0,"Ignite Drop times on avg List(24.856055763585182, 39.31532635173568, 50.61761349011711, 61.53691640423591, 72.06706120986648, 81.77999529907089, 89.66736059504859, 95.0966017697485, 98.16594846728773, 99.52723661683555, 99.903756686195, 99.98885531457843, 99.99889132314613, 100.00023206293253)",,5,1,2,0.9940155595451824,0.9303435114503816,0,1,223.8940388546949,35.424900631999954,0.09352089996185575
1762,"Boxplot values: 4182, 4900, 5063, 5077, 5237, 6231",,5077.0,100,1207.0,"Ignite Drop times on avg List(34.10555790561524, 51.364490010586174, 64.91460084053611, 76.57524600857377, 85.90318689785634, 92.52517508707687, 96.61065968140572, 98.70632096024185, 99.58071847688791, 99.89486666408848, 99.97882358058375, 99.9985106100135, 99.99968565219415)",,5,1,2,1.0127668063036106,1.1517175572519085,7,1,262.9388955304975,42.19886448800003,0.09352089996185575
1763,"Boxplot values: 4254, 4874, 5027, 5033, 5181, 5955",,5033.0,100,1021.0,"Ignite Drop times on avg List(29.792766590430656, 42.85082070098666, 53.48217706078732, 64.12238952266465, 74.59138957998184, 84.12303776144111, 91.71136336739738, 96.59762516115948, 98.88889580191008, 99.73154041047826, 99.95590676969968, 99.99336087537684, 99.99871872488788, 99.9995823851392)",,5,1,2,1.0039896269698785,0.974236641221374,4,1,228.24314203778908,34.58701483599989,0.09352089996185575
1764,"Boxplot values: 4537, 5243, 5397, 5397, 5551, 6511",,5397.0,100,1212.0,"Ignite Drop times on avg List(32.07507793955722, 44.03017866023626, 55.55261579444718, 67.186167980087, 78.18061701451057, 87.61503613663125, 94.33697663295374, 98.03839041235233, 99.49999107242068, 99.90169545881282, 99.98674367319197, 100.0001290752935, 99.99982126305441)",,5,3,3,0.9996295610298204,0.9543307086614172,4,2,229.75118175025088,40.563049912,0.061537151108691096
1765,"Boxplot values: 4624, 5230, 5389, 5399, 5552, 6684",,5399.0,100,1270.0,"Ignite Drop times on avg List(32.83768158482892, 45.85465079242631, 58.083637960749655, 70.10937336760608, 80.74283717967799, 89.31451615366431, 95.12373500524329, 98.26495383172171, 99.5326011856858, 99.90326563038052, 99.98168519266397, 100.00055247195951)",,5,3,3,1.0,1.0,1,2,247.6255683296191,42.26778023600005,0.061537151108691096
1766,"Boxplot values: 4451, 5110, 5284, 5295, 5471, 6552",,5295.0,100,1125.0,"Ignite Drop times on avg List(28.92129052417352, 42.17439872909394, 54.52448156307607, 66.72125621230225, 78.01038112581865, 87.28208917583558, 93.88896510434196, 97.6312411451957, 99.32356330687216, 99.86289051962017, 99.97473982852193, 99.99579470884343, 99.9995364240224)",,5,3,3,0.9807371735506576,0.8858267716535433,0,2,261.8204982625988,41.433849485600184,0.061537151108691096
1767,"Boxplot values: 4384, 5053, 5232, 5242, 5423, 6572",,5242.0,100,1178.0,"Ignite Drop times on avg List(29.140385222652135, 42.68111132165147, 54.954526474716175, 67.17975076561615, 78.44403582604325, 87.76013081609425, 94.2514939454616, 97.8360164477483, 99.37017444351946, 99.8604814928703, 99.97501198840283, 99.998303291953, 100.0000637838935)",,5,3,3,0.9709205408408964,0.9275590551181102,8,2,268.66813986868897,41.192182002400095,0.061537151108691096
1768,"Boxplot values: 4604, 5210, 5373, 5381, 5539, 6743",,5381.0,100,1270.0,"Ignite Drop times on avg List(32.70485346829794, 45.52809564145391, 57.715754000017895, 69.61192885172164, 80.41654473515234, 89.01544585964568, 94.95055668599088, 98.13960626925811, 99.48653445399441, 99.90393686944459, 99.98691107385793, 99.99840198214746, 99.99988600685906)",,5,3,3,0.996666049268383,1.0,2,2,249.63603142279567,42.25056488399996,0.061537151108691096
1769,"Boxplot values: 4622, 5234, 5395, 5406, 5567, 6586",,5406.0,100,1278.0,"Ignite Drop times on avg List(31.673062363537564, 45.75382599416293, 58.58041113540526, 70.62112668197287, 81.1691358961023, 89.58574776416187, 95.20253245362998, 98.2975644419996, 99.51499530065267, 99.88921254683801, 99.98554320600819, 100.00005080632066, 100.00054876445562)",,5,3,3,1.0012965363956288,1.0062992125984251,5,2,251.2688320091561,42.558076616000115,0.061537151108691096
1770,"Boxplot values: 4578, 5270, 5430, 5446, 5603, 6610",,5446.0,100,1367.0,"Ignite Drop times on avg List(35.49613470883165, 50.706244331098134, 64.24423218127791, 76.50113157043012, 86.23959693966412, 93.085952985908, 97.07605498833236, 98.98953482335685, 99.72008469797775, 99.93761822864079, 99.99472217660463, 99.99993876868575)",,5,3,3,1.008705315799222,1.0763779527559054,6,2,264.11559175948463,46.22366773200021,0.061537151108691096
